gene_product	ala__L_c	arg__L_c	asn__L_c	asp__L_c	cys__L_c	gln__L_c	glu__L_c	gly_c	his__L_c	ile__L_c	leu__L_c	lys__L_c	met__L_c	phe__L_c	pro__L_c	ser__L_c	thr__L_c	trp__L_c	tyr__L_c	val__L_c
b1452	34	19	17	23	0	14	17	22	6	18	37	27	4	9	9	25	31	3	8	30
b1453	54	16	12	10	4	13	18	49	10	36	55	17	20	34	20	30	24	12	16	49
b1454	18	10	8	11	4	10	15	9	2	11	26	7	5	7	14	7	13	6	8	14
b1455	2	2	5	2	2	5	1	2	1	9	9	4	6	6	0	3	3	0	3	5
b1456	45	57	28	46	7	28	48	63	29	27	59	17	13	10	36	38	49	12	38	32
b1457	2	5	18	11	3	3	5	8	3	19	12	15	3	10	1	11	4	2	13	12
b1459	16	7	11	17	3	9	19	17	8	24	21	24	5	11	5	16	11	3	5	16
b1460	28	21	15	28	8	8	27	22	16	36	30	33	12	15	8	24	15	6	8	18
b1461	10	2	2	6	1	7	5	1	2	11	5	5	3	1	5	6	1	2	1	1
b1462	17	12	6	9	3	4	14	15	6	9	14	6	4	10	10	11	12	6	2	19
b1463	18	17	14	15	4	16	19	19	18	8	36	6	6	15	14	10	13	6	7	20
b1464	25	14	13	17	3	10	17	26	14	22	24	11	6	11	20	13	20	3	4	24
b1465	12	15	4	5	3	9	3	20	5	18	29	3	12	18	8	15	13	8	11	15
b1466	21	13	6	21	4	14	20	11	3	6	38	9	4	6	10	13	7	4	8	13
b1467	32	35	20	29	18	16	43	40	10	31	33	27	19	17	31	26	20	11	23	33
b1468	89	71	55	71	17	50	71	102	36	62	104	56	36	36	75	87	67	40	50	71
b1469	51	16	21	8	5	14	6	46	3	37	54	15	15	45	19	33	20	11	7	36
b1470	5	2	12	7	1	3	7	3	3	8	11	6	4	6	6	8	6	1	7	5
b1471	12	7	51	20	2	14	8	6	13	27	51	13	4	11	9	23	26	3	8	10
b1472	9	4	7	10	0	2	4	11	2	3	8	10	2	4	0	1	5	1	6	7
b1473	30	7	10	2	5	6	5	31	4	24	45	5	7	17	11	20	19	9	13	23
b1474	91	50	68	53	13	38	55	86	22	40	82	53	27	36	51	57	62	27	40	63
b1475	26	10	11	19	17	9	21	25	11	19	17	20	6	7	15	13	13	4	10	21
b1476	15	10	4	4	2	6	9	13	10	24	15	17	13	18	8	10	7	8	6	18
b1477	11	7	4	3	0	4	7	3	1	5	12	4	5	1	5	9	5	2	0	6
b1478	41	12	11	20	9	6	20	36	10	17	25	22	7	8	9	15	18	2	8	40
b1479	41	31	30	31	6	32	37	41	6	43	52	24	17	22	29	29	29	7	18	40
b1480	2	5	4	2	0	2	2	3	2	3	2	6	1	0	2	4	2	0	0	3
b1482	16	2	3	8	2	6	9	15	3	10	10	12	3	6	5	10	12	1	2	8
b1483	22	27	8	14	5	21	18	20	10	21	42	6	7	5	17	20	15	5	6	19
b1484	29	23	10	14	10	22	16	23	12	20	34	5	13	7	20	18	14	2	7	29
b1485	38	15	8	11	2	12	4	27	4	23	42	6	14	11	14	20	12	8	5	22
b1486	30	19	6	16	3	10	10	34	7	27	59	0	5	17	17	13	15	10	11	31
b1487	50	19	33	41	0	26	20	29	5	22	46	40	13	21	30	31	30	10	20	30
b1488	22	7	5	13	4	13	8	12	8	13	20	4	5	6	10	14	9	3	7	10
b1489	62	47	38	44	8	40	63	45	23	67	82	32	26	29	35	52	28	13	16	49
b1490	35	37	21	26	0	15	42	19	13	45	42	22	10	23	9	34	18	6	14	29
b1491	30	30	16	28	3	23	16	27	6	25	32	23	8	12	34	37	25	15	17	32
b1492	55	9	18	11	3	9	14	42	9	44	66	20	20	33	25	30	30	8	16	49
b1493	40	26	16	36	10	20	28	36	9	27	40	25	15	23	25	19	19	11	16	25
b1494	95	50	61	47	2	72	60	32	13	44	103	48	21	27	34	68	57	16	22	59
b1495	49	39	62	61	3	31	26	52	18	44	55	38	16	28	22	74	66	16	48	42
b1496	28	28	29	25	5	26	25	26	14	48	84	35	9	22	19	36	33	22	16	31
b1497	17	13	28	13	12	21	25	22	13	27	24	28	11	27	13	24	20	4	19	24
b1498	44	14	35	43	0	30	23	35	13	23	43	41	12	26	34	38	37	8	30	31
b1499	17	10	19	7	8	8	14	11	10	18	24	19	7	15	7	19	15	1	9	15
b1500	5	3	3	3	0	3	2	2	2	10	8	3	3	2	0	5	6	0	1	4
b1501	79	46	35	43	14	33	43	58	20	41	64	33	27	25	37	50	35	8	22	46
b1502	19	5	21	13	4	9	5	35	3	19	25	14	6	10	15	27	26	4	13	31
b1503	18	7	13	9	3	9	7	10	2	12	14	8	1	4	4	7	21	2	4	12
b1504	12	6	13	8	3	7	7	13	1	10	21	8	3	7	8	18	15	1	4	11
b1505	21	13	36	17	2	22	11	41	7	20	27	12	7	14	13	39	31	5	21	23
b1506	3	6	3	1	1	2	5	4	2	3	6	1	2	0	4	4	2	1	5	4
b1507	38	29	18	25	3	12	26	28	9	30	48	24	11	20	25	26	24	6	12	26
b1508	6	1	8	2	1	9	6	2	0	5	9	7	4	4	3	8	9	2	1	1
b1509	32	22	43	30	0	22	19	62	10	11	26	18	9	7	13	37	34	13	23	35
b1510	91	30	117	76	3	41	53	206	19	78	116	43	21	30	11	100	139	10	34	107
b1511	62	26	20	26	10	19	31	43	11	26	57	16	15	16	25	34	29	14	11	39
b1512	35	18	11	15	4	21	15	34	5	30	32	10	9	7	6	22	14	1	7	21
b1513	45	34	22	22	5	25	33	41	10	34	76	20	11	10	17	35	31	3	9	28
b1514	42	16	10	6	5	11	7	36	0	25	61	10	11	15	11	17	18	8	6	27
b1515	38	11	11	6	5	8	4	37	3	30	58	3	10	14	14	22	14	4	9	29
b1516	37	10	18	20	2	19	15	31	2	20	23	26	7	12	15	18	16	4	12	33
b1517	31	16	10	19	5	14	15	23	6	20	20	15	14	9	13	14	13	2	8	24
b1518	4	5	5	6	1	3	10	4	5	3	8	7	3	6	4	3	5	0	4	10
b1519	24	16	9	13	3	18	19	10	8	11	32	1	7	7	19	13	8	9	10	15
b1520	27	21	12	13	5	11	14	10	8	28	47	7	8	17	14	18	13	5	10	16
b1521	44	31	19	32	4	20	39	28	11	30	56	18	5	24	23	19	23	7	18	32
b1522	27	13	7	14	6	12	12	22	3	21	33	14	13	15	14	25	18	3	9	34
b1523	13	10	3	3	4	10	5	6	5	5	10	6	4	5	8	6	3	2	3	8
b1524	34	17	12	13	4	18	16	25	7	20	27	8	12	11	12	22	9	4	7	30
b1525	74	25	19	22	7	19	32	41	8	28	38	19	15	17	19	14	22	7	9	27
b1526	33	22	10	10	2	15	19	22	9	16	30	4	8	11	16	19	16	6	8	17
b1527	15	20	32	23	4	11	20	8	14	27	42	19	8	24	30	22	18	3	7	24
b1528	50	13	8	3	3	12	7	30	7	37	60	7	16	24	13	30	23	9	8	36
b1529	24	8	6	5	1	6	8	20	1	22	28	6	13	13	11	18	8	2	4	17
b1530	9	7	6	8	6	6	8	7	3	7	25	12	3	2	6	5	9	1	2	12
b1531	3	10	7	4	0	6	11	5	6	7	12	9	5	5	5	13	8	2	7	2
b1532	9	0	3	3	1	5	2	4	3	2	5	2	3	2	7	7	4	0	2	8
b1533	33	10	8	5	2	6	4	27	5	22	51	8	14	23	11	16	14	6	5	29
b1534	44	11	13	8	6	8	6	27	1	34	55	13	14	25	16	36	23	10	11	34
b1535	23	20	16	24	5	9	18	17	14	21	32	8	9	10	7	11	16	4	12	20
b1536	14	6	3	13	0	6	4	10	4	7	8	10	5	5	8	8	4	0	3	12
b1537	25	6	4	10	3	9	10	14	2	9	18	7	4	6	3	10	15	2	4	11
b1538	84	44	34	37	2	43	49	38	18	29	72	23	19	38	27	26	30	15	22	31
b1539	23	14	16	11	2	9	17	23	7	14	21	8	8	6	8	9	19	5	6	22
b1540	16	21	10	13	4	24	18	5	6	18	19	6	6	9	8	15	9	2	4	15
b1541	3	6	3	3	1	1	5	8	1	5	6	3	3	0	1	3	9	0	1	5
b1542	56	21	17	31	4	27	26	32	16	21	49	19	16	12	22	22	23	8	19	45
b1543	48	16	10	10	5	10	15	38	2	46	44	17	24	27	19	30	24	8	10	24
b1544	4	3	6	5	0	4	4	4	0	6	10	10	2	1	3	3	4	2	1	5
b1545	16	19	4	7	4	12	15	14	3	18	17	12	5	7	6	13	14	0	1	9
b1546	20	7	9	12	0	5	21	10	4	12	17	8	3	7	13	11	12	6	4	10
b1547	42	7	18	10	0	8	8	39	17	18	14	10	5	7	15	37	36	5	12	12
b1548	21	19	8	11	1	10	21	12	2	13	17	8	3	5	5	10	6	2	5	10
b1549	3	9	11	6	0	7	7	2	5	10	13	13	1	8	1	8	10	2	9	11
b1550	3	1	3	2	0	1	7	2	0	8	4	10	2	1	0	3	6	0	2	2
b1551	6	3	1	2	0	0	5	3	3	3	5	2	2	1	2	3	4	0	2	4
b1552	4	0	5	3	0	2	5	7	2	3	3	7	2	7	4	4	4	1	0	7
b1553	30	11	5	10	1	12	11	8	2	12	11	11	5	4	0	8	7	3	5	9
b1554	17	13	9	10	8	7	9	17	1	14	10	13	3	5	7	8	8	5	5	8
b1555	9	7	4	6	0	5	13	3	4	2	8	8	2	6	2	4	3	0	5	12
b1556	8	3	2	3	0	2	2	8	0	2	10	6	2	3	1	4	6	2	3	4
b1557	6	1	5	5	0	2	2	7	1	5	2	6	2	7	2	6	4	1	1	6
b1558	4	6	3	4	1	1	3	8	1	5	7	4	2	2	2	6	5	0	1	5
b1559	23	16	7	10	10	10	15	19	6	9	24	20	4	7	11	13	13	3	12	18
b1560	24	24	9	15	9	17	23	20	15	15	40	16	6	8	24	21	18	8	6	31
b1561	7	5	5	3	3	1	8	8	1	7	8	4	3	6	0	4	2	0	2	6
b1562	5	3	0	1	2	3	5	1	0	5	5	3	2	1	1	0	6	0	1	7
b1563	4	10	1	4	1	2	10	4	0	5	10	11	2	3	2	7	1	1	5	12
b1564	6	7	3	6	0	1	10	2	0	4	13	5	3	1	4	4	3	0	2	5
b1565	5	8	2	2	3	3	2	6	6	5	9	3	4	5	1	13	8	0	4	12
b1566	8	2	5	5	0	12	12	5	0	9	7	12	3	0	2	8	12	1	1	6
b1567	2	4	1	6	0	3	0	0	2	1	3	10	1	0	7	2	2	1	2	2
b1568	12	9	2	5	1	5	9	5	0	9	5	6	3	3	4	0	9	3	1	5
b1569	8	6	3	4	0	3	5	7	1	1	10	7	2	1	2	5	3	1	5	2
b1570	8	11	7	4	1	7	14	4	2	4	18	14	2	5	8	9	8	2	1	6
b1571	2	3	5	3	0	1	4	5	0	1	3	3	2	3	1	3	7	1	2	2
b1572	5	0	1	2	0	1	8	3	0	1	3	3	2	4	0	6	1	0	2	0
b1573	12	5	4	5	0	5	7	0	0	6	6	5	3	0	3	2	3	2	3	1
b1575	3	4	5	1	3	2	5	3	0	5	7	5	3	2	3	3	4	0	0	4
b1576	5	1	3	3	2	3	4	3	2	5	4	2	3	2	4	3	4	0	1	9
b1577	34	20	11	17	10	12	30	12	8	16	17	18	13	10	15	12	14	8	9	20
b1578	20	22	14	10	8	5	17	13	5	7	17	9	5	8	12	14	10	4	6	12
b1579	33	26	26	16	6	18	23	21	8	24	32	30	11	16	14	24	26	6	14	24
b1580	31	10	12	14	8	10	24	27	10	31	22	22	3	13	20	21	16	3	7	35
b1581	32	20	11	24	7	15	27	34	15	22	34	19	16	19	21	15	24	11	18	20
b1582	13	4	1	2	4	0	1	10	1	8	21	3	3	4	3	3	8	7	4	8
b1583	12	10	8	7	3	5	8	3	2	6	11	9	2	1	3	6	9	3	1	4
b1584	13	12	7	8	2	9	19	9	10	11	19	11	5	9	6	7	5	1	11	12
b1585	12	9	11	20	6	10	17	12	1	7	25	16	5	8	10	16	20	1	11	19
b1586	12	3	5	6	4	8	3	5	2	6	8	2	1	1	8	13	6	0	1	7
b1587	66	49	43	43	12	27	49	66	15	56	58	50	20	18	43	52	49	15	32	45
b1588	67	48	38	48	13	24	50	65	23	52	55	45	25	20	44	49	49	17	30	45
b1589	16	10	8	12	16	6	14	17	7	8	9	11	4	8	14	9	11	2	10	13
b1590	31	12	7	4	6	8	4	32	6	24	42	3	11	15	9	16	11	11	4	28
b1591	24	10	3	6	2	14	18	9	5	3	28	4	4	13	14	12	10	11	3	11
b1592	57	15	9	8	8	14	9	39	9	24	75	5	15	17	18	29	26	8	9	24
b1594	36	21	11	22	4	24	23	31	16	37	51	13	10	8	15	30	15	2	8	29
b1595	33	24	11	12	0	14	22	15	13	18	39	4	10	11	17	15	13	3	4	19
b1596	39	21	8	6	3	8	5	41	9	25	63	8	19	30	17	45	28	10	11	21
b1597	30	0	1	0	0	9	3	1	8	0	3	19	2	1	8	3	11	0	0	3
b1598	32	13	8	24	4	10	7	22	7	10	28	13	3	8	18	17	21	7	3	18
b1599	20	4	2	2	0	3	2	11	1	8	19	5	3	8	0	5	1	5	1	9
b1600	11	2	2	1	0	0	6	12	1	14	20	7	5	6	1	10	7	3	4	9
b1601	34	12	13	6	1	13	9	21	3	36	67	6	17	14	17	16	14	5	7	33
b1602	56	11	20	19	2	8	18	46	12	38	49	17	20	22	16	28	22	4	8	46
b1603	63	18	18	18	5	21	31	42	4	37	42	26	16	23	24	27	30	7	8	50
b1604	46	16	15	16	0	12	19	22	1	13	14	26	5	13	11	21	20	2	12	30
b1605	56	15	12	8	6	8	14	39	6	31	79	12	18	21	17	25	25	13	11	44
b1606	29	13	10	14	3	8	9	17	12	16	26	11	7	8	11	13	11	2	7	13
b1607	14	3	1	0	2	0	2	8	2	15	15	4	4	6	4	6	4	5	6	10
b1608	22	15	9	19	2	6	14	12	6	14	37	11	7	4	10	10	18	3	6	14
b1609	33	30	16	28	4	15	25	23	16	25	69	12	14	19	19	29	16	6	13	21
b1610	28	24	15	14	2	22	19	8	17	16	39	19	2	8	17	11	12	5	8	23
b1611	57	21	26	19	7	18	33	34	15	22	52	24	18	11	19	28	25	5	4	29
b1612	52	23	21	29	9	29	38	51	12	31	51	38	11	16	27	25	27	3	26	29
b1613	45	11	19	16	2	22	29	21	9	17	47	22	9	20	26	30	12	4	7	23
b1614	42	7	30	23	0	40	33	36	4	23	56	37	14	17	21	43	28	5	11	32
b1615	33	29	17	26	1	15	15	47	3	18	44	18	11	14	14	38	23	11	24	20
b1616	43	18	15	11	8	15	10	37	2	31	57	13	14	30	15	32	29	9	18	50
b1617	46	29	28	40	9	32	40	46	19	29	40	27	13	25	24	25	35	19	24	53
b1618	25	13	6	8	2	11	16	10	6	18	16	6	12	8	5	12	11	0	3	8
b1619	34	8	16	13	4	11	12	24	4	21	21	11	8	11	9	18	11	1	2	16
b1620	45	23	8	16	3	16	19	30	8	20	37	10	7	10	9	25	24	4	5	23
b1621	48	15	20	14	7	17	13	56	13	45	64	17	18	35	24	30	30	7	7	50
b1622	40	18	14	25	8	15	21	27	9	26	35	16	12	13	18	23	19	13	15	23
b1623	42	21	8	17	4	17	27	26	14	26	35	8	6	12	12	15	16	3	4	20
b1624	32	22	9	22	1	12	23	28	11	16	38	12	5	11	21	20	18	5	13	27
b1625	3	5	2	6	0	4	4	3	3	2	11	4	2	2	1	5	3	1	5	5
b1626	16	7	1	1	1	6	1	7	1	10	27	5	1	9	7	8	17	6	5	10
b1627	20	6	8	3	3	2	3	14	1	13	36	5	9	15	6	8	13	2	4	22
b1628	22	7	8	10	14	7	13	13	4	17	13	5	5	2	15	7	8	3	3	16
b1629	129	55	21	34	14	57	58	42	12	47	47	48	9	11	46	22	27	7	7	47
b1630	39	13	9	8	1	15	4	32	7	27	53	7	9	16	20	21	21	13	9	28
b1631	30	7	5	12	2	12	9	19	6	10	21	13	2	6	8	7	18	2	5	12
b1632	29	9	9	6	3	4	9	22	2	19	35	8	8	9	9	12	15	3	4	16
b1633	19	11	13	6	7	4	18	10	6	14	22	16	2	6	11	6	15	2	5	18
b1634	63	12	16	13	3	15	14	45	4	41	57	20	27	29	18	32	19	10	19	43
b1635	19	10	6	12	2	8	15	10	4	8	27	14	5	8	10	8	11	3	9	12
b1636	34	11	9	9	5	15	20	21	14	16	28	11	9	7	14	11	12	3	8	30
b1637	36	20	20	24	7	27	31	34	6	20	44	28	7	25	13	21	21	6	11	23
b1638	13	20	5	11	1	15	17	13	8	9	24	12	5	10	10	14	7	6	6	12
b1639	4	6	7	6	3	9	5	5	1	6	14	7	3	3	4	6	6	1	5	8
b1640	38	19	12	20	4	22	13	40	9	18	46	7	9	10	23	17	22	8	5	27
b1641	12	7	10	6	1	11	3	26	0	7	9	5	4	2	3	12	10	0	2	25
b1642	12	10	3	5	1	10	15	5	6	16	22	9	2	0	6	8	8	2	0	4
b1643	9	2	1	3	2	1	0	5	2	6	14	2	3	9	4	2	1	4	2	6
b1644	31	14	14	16	1	20	11	14	4	20	25	14	3	7	11	21	19	7	8	25
b1645	81	49	22	22	12	34	20	28	18	31	103	9	22	28	24	57	34	23	15	38
b1646	20	3	5	11	2	6	10	24	7	7	15	14	4	3	10	11	8	0	1	12
b1647	27	21	7	18	3	18	19	18	11	18	35	8	8	12	15	14	13	5	7	21
b1648	3	11	3	4	5	6	8	4	0	1	6	4	3	6	5	7	0	1	0	2
b1649	20	11	8	5	6	13	16	15	9	6	27	8	5	7	4	11	11	1	8	8
b1650	48	25	12	15	0	15	28	37	11	26	29	10	6	9	21	22	17	5	13	16
b1651	10	7	6	7	1	2	14	16	2	7	13	8	3	3	4	4	9	1	8	10
b1652	31	10	10	14	4	6	13	14	7	8	19	8	7	14	9	9	13	3	3	13
b1653	166	147	32	80	7	70	104	113	29	73	185	26	27	42	87	105	84	25	27	109
b1654	12	4	3	5	3	9	11	7	0	9	10	7	3	3	8	5	4	2	5	5
b1655	30	18	8	8	4	10	7	15	8	12	14	37	6	6	8	25	30	2	9	14
b1656	27	3	14	7	1	3	12	14	7	9	15	10	1	11	8	11	14	7	9	10
b1657	55	13	11	3	1	5	7	43	4	23	54	9	22	20	19	29	21	3	7	40
b1658	37	25	14	15	4	10	28	23	8	21	25	15	16	11	16	17	16	4	12	24
b1659	27	23	10	19	6	13	23	17	6	10	31	8	8	11	16	20	16	14	5	27
b1660	54	12	9	6	7	18	7	28	6	24	63	8	9	22	20	30	22	12	11	35
b1661	29	24	19	29	8	16	21	26	8	19	35	19	13	20	13	23	9	11	16	24
b1662	13	9	11	11	3	7	16	18	7	15	19	12	7	7	6	8	20	2	2	20
b1663	57	24	10	12	3	17	10	42	5	39	61	9	23	21	18	22	22	7	16	39
b1664	34	10	23	22	5	18	30	63	5	27	44	15	5	5	7	26	33	2	6	38
b1667	12	1	6	3	0	5	11	6	3	3	13	8	2	6	4	4	4	2	2	6
b1668	47	34	15	36	5	31	45	28	14	37	51	24	11	24	27	27	22	8	15	33
b1669	33	23	13	13	6	8	17	27	10	20	11	3	5	9	4	26	9	5	8	20
b1670	22	11	7	4	4	13	8	22	14	9	41	8	6	18	11	10	12	8	11	22
b1671	17	16	9	9	16	14	12	14	8	13	11	11	3	10	12	14	9	2	9	13
b1672	28	9	4	10	4	16	22	7	4	9	16	7	9	8	11	12	7	2	14	16
b1673	55	30	39	40	15	15	42	64	17	33	55	46	23	32	32	36	46	16	24	40
b1674	12	10	10	10	18	6	8	23	3	15	17	12	4	6	8	11	18	3	3	11
b1675	5	7	3	2	1	3	8	4	1	4	7	6	4	0	1	1	3	0	1	8
b1676	41	21	24	27	6	12	35	40	8	33	40	34	18	12	12	24	34	0	5	44
b1677	12	4	6	8	1	5	0	3	0	2	9	7	3	0	0	7	4	0	1	6
b1678	31	20	18	9	1	19	16	27	3	19	30	12	7	5	33	19	23	2	13	27
b1679	13	10	5	8	2	12	9	6	1	12	16	6	5	4	6	7	3	3	3	7
b1680	43	19	21	15	4	14	25	34	18	21	45	10	13	11	18	21	22	5	15	32
b1681	44	24	24	21	3	29	25	29	23	21	49	15	6	15	13	23	25	3	7	24
b1682	13	12	6	20	1	12	19	23	5	14	30	14	6	10	8	16	10	1	8	20
b1683	46	19	27	22	13	18	42	36	12	28	31	24	9	22	16	38	32	7	20	33
b1684	9	3	4	9	3	7	7	14	4	4	10	6	4	10	7	4	5	1	1	10
b1685	5	4	1	3	0	5	6	1	1	2	13	3	1	3	2	5	3	1	2	1
b1686	9	10	4	5	4	4	11	15	5	9	14	6	4	4	3	8	7	2	1	11
b1687	92	68	41	51	19	47	64	75	24	46	111	43	27	44	51	53	49	11	27	75
b1688	38	15	6	10	3	11	9	35	4	35	59	6	14	12	20	12	20	13	5	43
b1689	12	9	7	7	3	8	8	4	4	10	9	5	4	5	3	3	5	4	4	4
b1690	37	16	11	5	6	8	6	33	7	38	52	10	17	34	17	32	29	6	19	21
b1691	41	10	16	6	7	7	9	32	2	42	50	17	20	34	17	34	17	4	21	35
b1693	34	10	4	18	0	8	17	11	6	19	22	16	11	8	8	17	17	1	5	20
b1694	45	23	17	35	6	22	29	54	9	46	49	31	11	21	24	20	33	2	14	40
b1695	37	22	18	20	7	16	30	29	5	24	30	19	19	15	14	17	24	5	15	17
b1696	22	16	15	14	7	15	22	12	9	18	25	18	2	18	10	25	15	4	16	20
b1697	28	7	10	19	2	15	18	13	4	23	31	13	2	5	13	15	10	2	3	21
b1698	41	15	14	15	6	18	16	23	7	17	31	15	7	4	13	17	10	3	12	28
b1699	49	21	14	25	4	17	24	43	10	25	39	19	20	15	20	23	15	2	7	37
b1700	7	2	7	7	5	4	5	10	5	7	7	5	2	5	4	2	4	1	3	5
b1701	53	31	14	31	15	23	34	37	15	28	65	27	14	21	30	32	33	8	16	39
b1702	71	48	34	54	8	36	60	66	13	44	59	33	30	34	31	47	32	7	18	67
b1703	27	20	13	17	3	14	15	11	7	25	28	8	8	8	14	16	13	1	11	18
b1704	28	27	13	20	7	16	22	26	11	24	32	12	9	9	14	20	26	3	9	20
b1705	3	5	1	5	0	4	2	4	2	4	9	6	1	0	4	4	7	0	2	0
b1706	42	39	16	33	2	22	29	32	16	11	58	8	15	21	20	37	26	12	17	22
b1707	13	9	12	9	6	19	14	12	8	20	33	7	3	15	11	12	13	3	6	12
b1708	8	11	7	10	3	10	2	14	5	9	15	6	4	7	6	11	10	3	4	9
b1712	6	10	5	6	0	3	11	7	0	3	10	10	2	6	5	5	4	0	1	5
b1713	70	53	31	52	13	24	65	62	17	50	84	35	14	19	37	32	36	8	14	79
b1714	28	24	15	19	1	13	24	23	11	16	31	11	10	20	17	13	22	2	7	20
b1715	2	1	1	0	0	0	0	0	0	1	0	0	1	5	0	1	1	0	1	0
b1716	22	16	3	4	0	7	2	6	1	10	6	14	1	5	0	4	1	1	6	9
b1717	7	6	1	1	1	0	0	6	4	3	6	14	2	2	3	1	4	0	1	3
b1718	10	15	4	7	1	12	21	14	1	12	15	21	6	5	7	7	5	0	3	14
b1719	41	43	25	43	13	23	57	43	23	37	53	40	23	25	23	30	24	11	24	41
b1722	27	11	17	15	0	6	12	22	4	2	20	9	6	12	9	25	23	6	14	12
b1723	37	13	11	11	4	16	23	28	5	17	31	13	5	5	16	23	16	1	5	29
b1724	2	4	7	6	0	2	12	7	2	7	11	2	3	2	1	6	14	2	2	4
b1725	26	17	6	19	4	24	17	20	10	12	38	4	3	13	20	15	9	9	9	11
b1726	11	9	9	4	1	9	9	12	3	19	21	5	8	16	6	8	8	3	4	13
b1727	24	15	4	18	3	6	14	10	2	9	33	8	8	4	15	16	7	3	3	20
b1728	18	9	4	5	4	9	6	10	9	13	28	7	6	12	14	11	7	9	3	12
b1729	53	10	16	14	1	16	9	40	6	30	68	17	14	21	19	33	28	6	7	55
b1730	16	9	20	15	4	9	12	12	4	28	28	14	10	16	11	27	10	0	13	9
b1731	6	8	2	2	0	6	7	3	1	4	4	4	4	4	7	5	3	2	2	6
b1732	64	44	33	58	2	26	49	53	28	43	60	37	12	40	59	40	37	9	19	40
b1733	22	17	6	15	3	13	15	19	9	16	29	5	7	13	10	15	13	2	6	14
b1734	33	19	19	29	7	13	31	34	13	31	53	33	13	20	20	19	14	4	15	30
b1735	13	15	15	6	1	16	24	11	8	17	23	17	7	23	9	19	20	1	17	18
b1736	16	3	3	7	0	7	12	6	4	6	16	8	9	1	1	5	5	0	1	6
b1737	56	9	24	9	0	8	14	41	4	49	53	13	16	31	23	26	22	9	11	34
b1738	14	2	3	3	1	4	8	7	1	7	13	10	4	2	6	5	2	0	4	10
b1739	15	4	3	8	3	8	3	9	2	5	5	8	5	2	3	6	9	0	5	9
b1740	26	15	10	19	3	18	19	20	3	18	27	18	4	9	12	11	15	2	10	16
b1741	28	30	11	10	9	14	23	16	8	13	42	11	4	9	14	16	11	5	9	12
b1742	18	13	7	10	3	9	10	15	3	8	18	9	8	15	7	9	12	5	2	10
b1743	25	9	7	9	0	11	11	5	6	7	11	18	12	6	8	2	11	0	1	2
b1744	26	21	8	13	4	12	23	30	12	13	44	9	8	17	19	15	19	7	4	18
b1745	48	31	29	23	3	26	27	31	13	9	51	9	10	19	23	29	14	5	9	38
b1746	64	32	19	20	5	24	30	47	9	23	54	10	9	16	30	26	26	13	6	29
b1747	33	24	11	20	7	12	24	24	9	14	33	15	8	18	15	19	18	4	10	26
b1748	52	21	21	16	6	13	26	42	13	18	36	13	6	20	17	19	21	4	12	30
b1749	15	21	12	19	3	11	21	19	8	16	23	13	8	14	16	11	11	5	8	14
b1750	23	10	7	6	3	6	4	17	6	24	49	6	2	16	9	13	15	2	10	8
b1751	23	5	14	13	5	6	12	22	5	6	19	18	6	8	5	14	17	2	7	18
b1752	29	12	3	4	2	7	5	18	2	19	30	7	11	23	7	14	14	7	6	15
b1753	19	17	2	9	4	6	10	7	3	10	24	5	5	7	13	15	7	5	3	11
b1754	48	20	15	23	1	20	18	26	9	10	44	15	6	15	32	18	25	14	8	21
b1755	66	19	6	12	4	22	5	30	3	33	112	9	12	17	34	24	27	28	12	36
b1756	21	15	11	14	3	14	9	13	2	7	35	6	4	10	9	14	9	4	1	16
b1757	47	17	13	29	2	23	21	34	12	18	39	28	13	7	25	31	22	18	14	22
b1758	24	9	3	9	3	5	4	21	5	10	40	5	2	18	9	6	11	7	6	9
b1759	20	9	0	6	1	9	15	8	7	8	14	3	3	3	8	5	2	3	2	9
b1760	8	5	4	4	4	7	4	4	1	3	8	3	1	3	8	6	3	1	3	10
b1761	47	22	17	19	4	23	31	49	10	17	35	22	18	22	15	22	22	5	10	37
b1762	27	13	14	11	9	13	30	17	11	22	31	26	11	20	11	30	9	12	18	11
b1763	67	51	18	40	12	33	44	37	17	36	62	38	8	22	40	31	28	8	16	45
b1764	38	15	12	13	7	8	27	40	6	25	30	16	12	12	19	16	21	1	6	23
b1765	24	13	5	7	3	9	14	14	3	10	12	7	7	9	12	10	7	3	2	12
b1766	68	28	26	42	2	24	26	51	6	32	53	34	16	26	23	48	34	11	20	48
b1767	29	15	17	18	1	16	18	28	12	22	34	10	12	10	22	16	23	1	14	20
b1768	22	7	8	19	5	14	10	17	9	7	21	5	4	8	11	11	10	5	5	15
b1769	37	24	12	7	3	8	15	42	4	50	55	11	16	36	13	31	23	11	18	36
b1770	23	12	13	15	2	10	18	11	5	21	25	20	8	9	2	18	18	2	5	15
b1771	28	19	15	18	6	16	23	24	3	29	36	14	8	5	14	14	17	7	10	20
b1772	33	14	15	26	8	8	17	23	2	30	31	19	7	14	7	16	21	1	4	19
b1773	32	10	13	16	2	7	25	18	14	18	17	13	10	13	8	15	13	4	6	24
b1774	29	14	12	19	11	11	22	31	7	30	18	23	13	11	19	13	18	0	11	35
b1775	47	20	13	10	7	9	14	42	3	45	54	13	18	20	20	32	27	11	15	39
b1776	32	13	15	24	13	13	18	37	7	28	21	22	12	13	13	17	10	6	7	37
b1777	6	2	5	5	1	8	7	4	2	6	8	7	8	2	3	4	4	2	1	5
